Trip ID,Destination,Start date,End date,Duration (days),Accommodation type,Accommodation cost,Transportation type in the city,Transportation cost,Rating,Average Trip Cost,Photos URL
819,North Sandyshire,2023-09-19,2025-02-11,4,Airbnb,1930,Rental,478,1.6,1204.0,https://unsplash.com/s/photos/north-sandyshire
820,Lake Ryan,2024-01-13,2025-03-17,10,Villa,2946,Train,244,1.7,1595.0,https://unsplash.com/s/photos/lake-ryan
821,Perezburgh,2024-08-31,2025-05-02,4,Airbnb,111,Train,138,2.3,124.5,https://unsplash.com/s/photos/perezburgh
822,Hallshire,2024-09-03,2024-09-28,3,Airbnb,2292,Train,106,4.2,1199.0,https://unsplash.com/s/photos/hallshire
823,Lake Kimberly,2023-10-24,2025-05-18,13,Resort,399,Uber,36,1.6,217.5,https://unsplash.com/s/photos/lake-kimberly
824,Thomasfort,2024-01-31,2025-01-15,6,Villa,1592,Uber,60,2.8,826.0,https://unsplash.com/s/photos/thomasfort
825,New Anthonyshire,2024-01-31,2025-02-07,5,Hotel,325,Uber,90,4.6,207.5,https://unsplash.com/s/photos/new-anthonyshire
826,North Brandonhaven,2023-11-02,2025-01-11,13,Villa,2374,Train,68,2.3,1221.0,https://unsplash.com/s/photos/north-brandonhaven
827,North Andreaville,2024-09-03,2025-03-18,4,Resort,2184,Uber,32,1.3,1108.0,https://unsplash.com/s/photos/north-andreaville
828,West Michaelport,2024-09-01,2024-11-29,8,Hotel,2442,Train,185,1.2,1313.5,https://unsplash.com/s/photos/west-michaelport
829,Adamstad,2024-02-29,2025-01-11,5,Hotel,475,Public Transportation,12,4.1,243.5,https://unsplash.com/s/photos/adamstad
830,Lake Sheri,2024-08-01,2024-12-01,4,Hotel,2214,Uber,85,2.7,1149.5,https://unsplash.com/s/photos/lake-sheri
831,New Carrie,2024-04-07,2025-03-18,9,Villa,1923,Public Transportation,17,2.5,970.0,https://unsplash.com/s/photos/new-carrie
832,New Ryan,2023-10-08,2024-10-21,9,Hostel,301,Uber,31,4.9,166.0,https://unsplash.com/s/photos/new-ryan
833,East Kathleenhaven,2023-10-31,2024-10-31,11,Hostel,1746,Rental,458,1.5,1102.0,https://unsplash.com/s/photos/east-kathleenhaven
834,South Jenniferstad,2023-11-14,2024-12-05,11,Villa,1889,Public Transportation,33,1.1,961.0,https://unsplash.com/s/photos/south-jenniferstad
835,Stephenborough,2024-07-27,2024-10-05,7,Villa,1293,Rental,420,1.3,856.5,https://unsplash.com/s/photos/stephenborough
836,Laurabury,2024-08-15,2025-07-08,10,Airbnb,317,Public Transportation,28,3.9,172.5,https://unsplash.com/s/photos/laurabury
837,West Patriciaport,2024-04-26,2025-05-13,7,Villa,1293,Uber,49,3.4,671.0,https://unsplash.com/s/photos/west-patriciaport
838,Greenside,2024-03-04,2025-01-15,12,Resort,1150,Public Transportation,49,3.1,599.5,https://unsplash.com/s/photos/greenside
839,Port Shelbyshire,2024-04-12,2025-02-24,5,Airbnb,604,Train,192,4.3,398.0,https://unsplash.com/s/photos/port-shelbyshire
840,Lake Russell,2024-09-07,2025-06-11,5,Resort,695,Uber,99,2.9,397.0,https://unsplash.com/s/photos/lake-russell
841,North Ryanberg,2023-09-18,2025-06-28,13,Hotel,2602,Uber,24,4.4,1313.0,https://unsplash.com/s/photos/north-ryanberg
842,Port Monica,2023-12-07,2024-11-05,5,Resort,772,Public Transportation,49,1.7,410.5,https://unsplash.com/s/photos/port-monica
843,Gonzalezchester,2024-07-11,2025-06-08,13,Airbnb,2679,Uber,29,4.6,1354.0,https://unsplash.com/s/photos/gonzalezchester
844,Jonesville,2024-01-26,2024-11-13,7,Hostel,244,Train,238,1.3,241.0,https://unsplash.com/s/photos/jonesville
845,Solomonland,2024-06-25,2025-07-19,8,Hotel,2969,Public Transportation,28,2.2,1498.5,https://unsplash.com/s/photos/solomonland
846,North Robertton,2024-08-16,2025-04-21,13,Hostel,1427,Public Transportation,23,3.6,725.0,https://unsplash.com/s/photos/north-robertton
847,North Gregorystad,2024-07-01,2024-09-26,6,Resort,2836,Public Transportation,12,1.6,1424.0,https://unsplash.com/s/photos/north-gregorystad
848,Smithburgh,2024-08-18,2025-07-09,10,Hostel,2236,Uber,63,2.4,1149.5,https://unsplash.com/s/photos/smithburgh
849,Port Gabrielmouth,2023-12-17,2025-03-01,6,Resort,511,Uber,75,2.6,293.0,https://unsplash.com/s/photos/port-gabrielmouth
850,Sandraville,2023-10-08,2025-03-03,6,Resort,1279,Public Transportation,10,3.3,644.5,https://unsplash.com/s/photos/sandraville
851,New Stephanie,2024-03-23,2025-06-26,4,Airbnb,1896,Rental,449,3.6,1172.5,https://unsplash.com/s/photos/new-stephanie
852,Owensland,2023-09-14,2025-02-15,14,Resort,1435,Rental,448,3.7,941.5,https://unsplash.com/s/photos/owensland
853,Kaneberg,2023-12-06,2024-11-23,3,Resort,230,Uber,36,4.7,133.0,https://unsplash.com/s/photos/kaneberg
854,Andersonburgh,2024-02-23,2024-11-26,14,Villa,2842,Rental,444,2.8,1643.0,https://unsplash.com/s/photos/andersonburgh
855,West Joshua,2023-10-16,2024-12-14,7,Villa,2295,Rental,167,2.7,1231.0,https://unsplash.com/s/photos/west-joshua
856,West Lori,2024-01-19,2025-07-08,13,Villa,2524,Rental,184,3.6,1354.0,https://unsplash.com/s/photos/west-lori
857,North Erik,2023-12-18,2025-05-31,7,Hotel,1338,Uber,72,4.8,705.0,https://unsplash.com/s/photos/north-erik
858,Port Richard,2024-04-17,2024-11-14,14,Resort,1583,Rental,111,1.9,847.0,https://unsplash.com/s/photos/port-richard
859,Nicholaschester,2024-02-12,2024-11-27,9,Hotel,1716,Train,125,2.8,920.5,https://unsplash.com/s/photos/nicholaschester
860,North Heathertown,2023-12-14,2024-11-14,11,Resort,382,Public Transportation,38,2.9,210.0,https://unsplash.com/s/photos/north-heathertown
861,Markport,2024-07-28,2025-01-25,14,Resort,2834,Train,92,3.8,1463.0,https://unsplash.com/s/photos/markport
862,South Julie,2024-08-08,2025-08-06,3,Hotel,130,Train,141,1.7,135.5,https://unsplash.com/s/photos/south-julie
863,West Jerry,2024-08-06,2025-07-06,8,Hostel,2251,Public Transportation,42,3.6,1146.5,https://unsplash.com/s/photos/west-jerry
864,Smithton,2024-02-22,2024-11-25,7,Airbnb,1265,Public Transportation,21,1.8,643.0,https://unsplash.com/s/photos/smithton
865,East Travistown,2024-02-03,2024-11-05,8,Villa,177,Public Transportation,41,3.6,109.0,https://unsplash.com/s/photos/east-travistown
866,Kingburgh,2024-07-13,2025-05-06,5,Villa,255,Uber,46,3.7,150.5,https://unsplash.com/s/photos/kingburgh
867,South Timothyview,2023-12-19,2024-11-24,5,Airbnb,1606,Rental,218,1.1,912.0,https://unsplash.com/s/photos/south-timothyview
868,Loriton,2024-07-11,2024-11-15,4,Hostel,654,Train,261,2.3,457.5,https://unsplash.com/s/photos/loriton
869,Josephland,2024-06-23,2025-04-21,14,Resort,1949,Uber,78,1.2,1013.5,https://unsplash.com/s/photos/josephland
870,South Brendanfort,2024-02-01,2024-12-03,7,Hotel,1236,Train,198,3.6,717.0,https://unsplash.com/s/photos/south-brendanfort
871,North Bradleystad,2024-03-21,2024-11-09,12,Resort,375,Public Transportation,33,1.7,204.0,https://unsplash.com/s/photos/north-bradleystad
872,Rachaelmouth,2024-03-23,2025-03-09,7,Hostel,1659,Train,131,1.7,895.0,https://unsplash.com/s/photos/rachaelmouth
873,Lake Deanna,2024-03-03,2025-08-29,7,Airbnb,2786,Uber,38,2.2,1412.0,https://unsplash.com/s/photos/lake-deanna
874,Port Yvonne,2024-02-27,2024-09-29,13,Hotel,1362,Rental,206,2.4,784.0,https://unsplash.com/s/photos/port-yvonne
875,Port Robert,2024-06-25,2025-06-23,6,Hostel,1685,Public Transportation,30,2.1,857.5,https://unsplash.com/s/photos/port-robert
876,Velazqueztown,2023-11-22,2025-03-30,10,Airbnb,1007,Uber,76,4.8,541.5,https://unsplash.com/s/photos/velazqueztown
877,East Kathryn,2023-11-19,2024-09-25,11,Hotel,1355,Public Transportation,35,2.3,695.0,https://unsplash.com/s/photos/east-kathryn
878,West Amber,2024-04-07,2024-12-02,13,Airbnb,1978,Train,294,1.2,1136.0,https://unsplash.com/s/photos/west-amber
879,South Jessicaberg,2024-05-17,2024-11-04,4,Villa,154,Train,279,4.2,216.5,https://unsplash.com/s/photos/south-jessicaberg
880,Port Heidi,2023-09-23,2024-11-06,7,Villa,1208,Rental,458,1.0,833.0,https://unsplash.com/s/photos/port-heidi
881,Rebeccatown,2023-10-08,2025-01-23,4,Hotel,1317,Rental,253,4.8,785.0,https://unsplash.com/s/photos/rebeccatown
882,Richardsonberg,2023-11-16,2024-12-18,3,Hotel,1727,Rental,272,1.8,999.5,https://unsplash.com/s/photos/richardsonberg
883,South Jacobfort,2024-02-20,2024-09-17,11,Hostel,240,Uber,97,1.3,168.5,https://unsplash.com/s/photos/south-jacobfort
884,South Angela,2024-05-29,2025-02-23,8,Resort,223,Public Transportation,19,2.4,121.0,https://unsplash.com/s/photos/south-angela
885,Ronaldbury,2024-02-17,2025-05-07,8,Hostel,551,Uber,50,2.0,300.5,https://unsplash.com/s/photos/ronaldbury
886,Apriltown,2024-09-11,2025-07-31,5,Resort,1584,Rental,456,4.2,1020.0,https://unsplash.com/s/photos/apriltown
887,West Troystad,2024-01-03,2025-05-07,14,Hostel,1051,Train,164,1.2,607.5,https://unsplash.com/s/photos/west-troystad
888,Micheleville,2023-10-26,2025-03-20,5,Resort,2705,Public Transportation,48,3.6,1376.5,https://unsplash.com/s/photos/micheleville
889,South Michael,2024-04-17,2025-04-08,9,Hostel,1442,Uber,62,4.1,752.0,https://unsplash.com/s/photos/south-michael
890,New Deborahburgh,2024-08-31,2025-05-15,14,Hostel,290,Public Transportation,49,1.3,169.5,https://unsplash.com/s/photos/new-deborahburgh
891,West Nancy,2024-03-31,2025-07-26,5,Villa,2296,Public Transportation,47,2.2,1171.5,https://unsplash.com/s/photos/west-nancy
892,Port Ashley,2024-02-13,2025-05-10,3,Resort,2057,Rental,455,4.9,1256.0,https://unsplash.com/s/photos/port-ashley
893,East Petertown,2023-11-18,2025-05-11,12,Hostel,674,Rental,196,1.2,435.0,https://unsplash.com/s/photos/east-petertown
894,North Mark,2024-08-15,2025-02-02,7,Resort,185,Rental,171,1.7,178.0,https://unsplash.com/s/photos/north-mark
895,North Wendy,2024-08-01,2025-01-20,11,Villa,1597,Public Transportation,25,3.2,811.0,https://unsplash.com/s/photos/north-wendy
896,Paulfort,2024-06-12,2024-12-17,9,Airbnb,676,Public Transportation,35,3.8,355.5,https://unsplash.com/s/photos/paulfort
897,Roberthaven,2023-10-14,2024-12-06,10,Airbnb,2987,Rental,254,1.3,1620.5,https://unsplash.com/s/photos/roberthaven
898,Bautistaburgh,2024-02-22,2024-11-27,6,Hotel,225,Uber,39,4.5,132.0,https://unsplash.com/s/photos/bautistaburgh
899,Davisborough,2024-04-14,2024-09-16,9,Hostel,789,Train,158,2.5,473.5,https://unsplash.com/s/photos/davisborough
900,Port Stacyland,2023-09-16,2024-11-10,8,Hostel,308,Uber,82,2.0,195.0,https://unsplash.com/s/photos/port-stacyland
901,Port Jennifer,2024-05-11,2024-09-14,10,Villa,2875,Public Transportation,12,3.4,1443.5,https://unsplash.com/s/photos/port-jennifer
902,Shawnchester,2023-09-20,2024-12-18,4,Hotel,851,Train,161,1.5,506.0,https://unsplash.com/s/photos/shawnchester
903,Amandaville,2023-11-23,2024-10-26,10,Hotel,1784,Uber,59,4.8,921.5,https://unsplash.com/s/photos/amandaville
904,Zhangville,2024-01-24,2025-02-27,9,Villa,2934,Public Transportation,10,1.2,1472.0,https://unsplash.com/s/photos/zhangville
905,Vargasfort,2024-01-04,2025-06-22,9,Villa,857,Public Transportation,41,1.6,449.0,https://unsplash.com/s/photos/vargasfort
906,West Amber,2024-05-16,2025-04-30,11,Hotel,1412,Public Transportation,40,1.9,726.0,https://unsplash.com/s/photos/west-amber
907,Madelinetown,2024-07-25,2024-12-11,10,Hostel,1552,Uber,97,5.0,824.5,https://unsplash.com/s/photos/madelinetown
908,South Rebecca,2024-08-18,2025-07-28,8,Airbnb,527,Train,208,3.3,367.5,https://unsplash.com/s/photos/south-rebecca
909,Kathyview,2024-08-25,2025-04-05,12,Airbnb,2108,Rental,160,2.2,1134.0,https://unsplash.com/s/photos/kathyview
910,North Ryan,2024-01-15,2025-01-07,10,Resort,1014,Train,83,4.9,548.5,https://unsplash.com/s/photos/north-ryan
911,New Madison,2024-06-08,2025-06-08,5,Resort,137,Rental,313,3.4,225.0,https://unsplash.com/s/photos/new-madison
912,Sherryville,2023-10-03,2025-07-31,8,Resort,1501,Public Transportation,33,2.6,767.0,https://unsplash.com/s/photos/sherryville
913,Lake Sharonhaven,2024-06-12,2025-04-10,9,Villa,1296,Rental,129,3.6,712.5,https://unsplash.com/s/photos/lake-sharonhaven
914,Dylanmouth,2024-04-08,2025-07-26,11,Villa,493,Rental,163,3.7,328.0,https://unsplash.com/s/photos/dylanmouth
915,North Suzanneland,2024-04-12,2025-02-22,3,Resort,593,Uber,51,2.3,322.0,https://unsplash.com/s/photos/north-suzanneland
916,East Matthewborough,2024-09-09,2025-02-23,12,Hostel,721,Rental,388,5.0,554.5,https://unsplash.com/s/photos/east-matthewborough
917,Craigside,2023-10-16,2025-06-22,13,Hotel,2105,Uber,27,1.6,1066.0,https://unsplash.com/s/photos/craigside
918,Ruizton,2023-09-20,2025-05-10,6,Airbnb,1575,Rental,148,1.9,861.5,https://unsplash.com/s/photos/ruizton
919,East Steven,2024-02-04,2024-12-15,10,Airbnb,1044,Uber,78,1.1,561.0,https://unsplash.com/s/photos/east-steven
920,South Victoriatown,2023-12-09,2025-05-19,12,Hotel,399,Public Transportation,10,4.7,204.5,https://unsplash.com/s/photos/south-victoriatown
921,Richardsonland,2024-05-04,2025-01-21,6,Airbnb,219,Public Transportation,49,1.6,134.0,https://unsplash.com/s/photos/richardsonland
922,Kathleenberg,2023-11-08,2025-03-23,13,Hostel,1232,Rental,192,2.7,712.0,https://unsplash.com/s/photos/kathleenberg
923,Sheilashire,2024-01-11,2025-06-03,6,Airbnb,2332,Public Transportation,26,4.3,1179.0,https://unsplash.com/s/photos/sheilashire
924,North Keith,2024-05-02,2025-09-07,11,Resort,2490,Public Transportation,48,3.1,1269.0,https://unsplash.com/s/photos/north-keith
925,Mercadochester,2024-01-27,2025-07-25,10,Airbnb,552,Public Transportation,11,3.5,281.5,https://unsplash.com/s/photos/mercadochester
926,Theresachester,2024-08-21,2025-05-17,12,Villa,964,Public Transportation,15,3.5,489.5,https://unsplash.com/s/photos/theresachester
927,West Johnnyland,2023-11-01,2025-01-09,10,Hotel,1583,Public Transportation,42,1.1,812.5,https://unsplash.com/s/photos/west-johnnyland
928,Martinmouth,2024-05-16,2025-01-27,11,Hotel,1930,Train,127,4.3,1028.5,https://unsplash.com/s/photos/martinmouth
929,South Jamieburgh,2024-04-02,2024-11-17,6,Villa,2483,Public Transportation,21,1.7,1252.0,https://unsplash.com/s/photos/south-jamieburgh
930,Port Michaelmouth,2023-10-10,2025-05-15,10,Hostel,199,Rental,440,4.2,319.5,https://unsplash.com/s/photos/port-michaelmouth
931,West Stevenberg,2024-07-09,2024-12-30,4,Resort,1265,Uber,37,1.8,651.0,https://unsplash.com/s/photos/west-stevenberg
932,Garrettbury,2023-12-02,2025-07-22,14,Hostel,508,Rental,325,1.8,416.5,https://unsplash.com/s/photos/garrettbury
933,Lake Donaldbury,2024-04-07,2024-12-07,12,Hotel,839,Train,105,1.2,472.0,https://unsplash.com/s/photos/lake-donaldbury
934,Huntville,2023-09-16,2025-01-26,10,Resort,2419,Uber,65,2.9,1242.0,https://unsplash.com/s/photos/huntville
935,Carlsonberg,2023-09-19,2024-11-01,5,Resort,141,Public Transportation,43,4.3,92.0,https://unsplash.com/s/photos/carlsonberg
936,Haleburgh,2024-08-22,2025-06-20,7,Villa,931,Train,204,3.4,567.5,https://unsplash.com/s/photos/haleburgh
937,South Danielle,2024-05-30,2025-06-22,10,Hotel,516,Rental,374,4.1,445.0,https://unsplash.com/s/photos/south-danielle
938,North Albertmouth,2023-12-09,2024-12-30,11,Resort,1987,Train,153,2.8,1070.0,https://unsplash.com/s/photos/north-albertmouth
939,Gonzalezborough,2024-03-20,2025-03-28,3,Villa,1993,Train,144,2.0,1068.5,https://unsplash.com/s/photos/gonzalezborough
940,Kirstenstad,2024-08-21,2025-01-15,6,Airbnb,859,Public Transportation,11,1.6,435.0,https://unsplash.com/s/photos/kirstenstad
941,Port Aaron,2024-09-03,2024-12-31,11,Villa,540,Rental,382,2.7,461.0,https://unsplash.com/s/photos/port-aaron
942,North Edward,2024-06-23,2025-03-18,5,Villa,585,Rental,167,1.5,376.0,https://unsplash.com/s/photos/north-edward
943,East Corey,2023-10-24,2025-04-29,11,Airbnb,1583,Rental,180,2.9,881.5,https://unsplash.com/s/photos/east-corey
944,South Catherineton,2024-02-08,2024-11-26,3,Airbnb,2638,Train,259,4.5,1448.5,https://unsplash.com/s/photos/south-catherineton
945,Bobbyview,2023-10-18,2025-06-27,13,Airbnb,2145,Rental,299,3.3,1222.0,https://unsplash.com/s/photos/bobbyview
946,Greenville,2023-10-15,2024-11-02,9,Airbnb,941,Uber,79,3.1,510.0,https://unsplash.com/s/photos/greenville
947,West Maryland,2023-10-09,2025-03-06,7,Villa,417,Rental,465,1.5,441.0,https://unsplash.com/s/photos/west-maryland
948,East Graceburgh,2023-10-21,2025-01-02,5,Airbnb,2123,Train,133,3.7,1128.0,https://unsplash.com/s/photos/east-graceburgh
949,New Johnshire,2023-11-24,2025-06-07,11,Villa,1420,Public Transportation,26,4.8,723.0,https://unsplash.com/s/photos/new-johnshire
950,Ashleyton,2024-01-10,2025-06-29,6,Airbnb,1830,Rental,135,5.0,982.5,https://unsplash.com/s/photos/ashleyton
951,Lake Matthew,2023-09-28,2025-06-08,5,Hotel,1892,Train,178,4.4,1035.0,https://unsplash.com/s/photos/lake-matthew
952,Tiffanymouth,2024-04-19,2025-05-06,11,Airbnb,671,Train,204,2.2,437.5,https://unsplash.com/s/photos/tiffanymouth
953,Jeremiahport,2024-06-14,2025-06-15,8,Villa,187,Rental,328,4.5,257.5,https://unsplash.com/s/photos/jeremiahport
954,Williamsside,2023-11-26,2025-05-19,10,Hotel,2996,Rental,126,4.9,1561.0,https://unsplash.com/s/photos/williamsside
955,New Kirstenport,2024-03-01,2025-03-05,12,Hostel,1842,Rental,321,3.7,1081.5,https://unsplash.com/s/photos/new-kirstenport
956,Port Jacobfort,2024-05-31,2025-02-17,10,Resort,2766,Rental,440,2.3,1603.0,https://unsplash.com/s/photos/port-jacobfort
957,Rhondaberg,2024-01-11,2025-06-05,7,Hostel,1216,Public Transportation,21,4.7,618.5,https://unsplash.com/s/photos/rhondaberg
958,Stevenchester,2024-05-07,2025-03-04,7,Hostel,2942,Train,285,4.3,1613.5,https://unsplash.com/s/photos/stevenchester
959,West Susan,2023-11-21,2025-03-11,13,Airbnb,105,Rental,307,4.2,206.0,https://unsplash.com/s/photos/west-susan
960,North Jeanette,2024-08-30,2025-06-30,9,Villa,505,Uber,67,2.6,286.0,https://unsplash.com/s/photos/north-jeanette
961,Muellerport,2024-03-28,2025-07-03,13,Hotel,1727,Public Transportation,14,3.2,870.5,https://unsplash.com/s/photos/muellerport
962,Bensonburgh,2023-11-11,2024-12-10,4,Resort,1491,Public Transportation,18,4.5,754.5,https://unsplash.com/s/photos/bensonburgh
963,South Dawnside,2024-09-10,2025-02-05,10,Resort,1193,Train,230,4.3,711.5,https://unsplash.com/s/photos/south-dawnside
964,New Amanda,2023-12-25,2024-12-18,9,Resort,1968,Train,150,2.7,1059.0,https://unsplash.com/s/photos/new-amanda
965,Espinozamouth,2024-06-05,2025-03-01,4,Resort,1808,Rental,206,1.3,1007.0,https://unsplash.com/s/photos/espinozamouth
966,Jordanmouth,2024-04-12,2025-01-05,13,Airbnb,1561,Rental,120,3.2,840.5,https://unsplash.com/s/photos/jordanmouth
967,Nicoleside,2024-08-15,2024-11-02,4,Hotel,1867,Train,224,3.4,1045.5,https://unsplash.com/s/photos/nicoleside
968,West Kathyport,2024-02-09,2024-09-26,6,Hotel,1490,Uber,88,2.1,789.0,https://unsplash.com/s/photos/west-kathyport
969,Lake Frankland,2024-08-31,2025-09-01,11,Resort,1146,Train,178,3.3,662.0,https://unsplash.com/s/photos/lake-frankland
970,Lake Amy,2023-09-13,2025-03-10,13,Airbnb,699,Rental,141,2.8,420.0,https://unsplash.com/s/photos/lake-amy
971,Maysmouth,2024-08-11,2025-07-17,11,Airbnb,2990,Rental,421,2.8,1705.5,https://unsplash.com/s/photos/maysmouth
972,Debramouth,2024-05-27,2025-04-24,6,Hostel,2461,Uber,87,3.3,1274.0,https://unsplash.com/s/photos/debramouth
973,North Noah,2024-03-29,2024-11-26,8,Airbnb,1471,Public Transportation,21,2.1,746.0,https://unsplash.com/s/photos/north-noah
974,Mayerbury,2024-07-12,2024-12-12,14,Villa,343,Uber,87,4.1,215.0,https://unsplash.com/s/photos/mayerbury
975,Justinmouth,2024-01-18,2024-12-23,6,Hotel,1035,Public Transportation,50,3.4,542.5,https://unsplash.com/s/photos/justinmouth
976,Amyport,2024-02-12,2025-03-08,11,Villa,1513,Public Transportation,50,2.0,781.5,https://unsplash.com/s/photos/amyport
977,Brockhaven,2024-08-09,2025-02-25,8,Hotel,2602,Rental,196,4.5,1399.0,https://unsplash.com/s/photos/brockhaven
978,Hallburgh,2023-09-21,2025-05-10,5,Villa,232,Rental,327,1.2,279.5,https://unsplash.com/s/photos/hallburgh
979,New Denise,2024-01-15,2025-05-05,4,Hostel,182,Rental,471,1.1,326.5,https://unsplash.com/s/photos/new-denise
980,North Geraldborough,2023-10-21,2024-12-07,3,Hotel,248,Public Transportation,27,3.0,137.5,https://unsplash.com/s/photos/north-geraldborough
981,Mccannhaven,2023-09-27,2025-03-29,3,Hostel,2104,Public Transportation,20,3.1,1062.0,https://unsplash.com/s/photos/mccannhaven
982,Cindyhaven,2023-12-18,2025-07-20,14,Hostel,2306,Rental,204,3.0,1255.0,https://unsplash.com/s/photos/cindyhaven
983,Mcintoshbury,2024-05-19,2025-05-09,14,Airbnb,1327,Train,79,5.0,703.0,https://unsplash.com/s/photos/mcintoshbury
984,Juliastad,2024-01-13,2025-04-11,10,Hostel,1335,Public Transportation,35,2.6,685.0,https://unsplash.com/s/photos/juliastad
985,New Brendanberg,2024-01-05,2024-11-17,14,Hotel,389,Public Transportation,35,4.0,212.0,https://unsplash.com/s/photos/new-brendanberg
986,Tinabury,2024-06-16,2025-04-09,5,Resort,2079,Public Transportation,36,1.6,1057.5,https://unsplash.com/s/photos/tinabury
987,Jenniferville,2023-10-02,2025-07-02,9,Resort,800,Public Transportation,39,3.5,419.5,https://unsplash.com/s/photos/jenniferville
988,New Michaelshire,2023-12-12,2024-12-17,7,Resort,2276,Train,133,3.0,1204.5,https://unsplash.com/s/photos/new-michaelshire
989,Samanthamouth,2024-04-11,2025-08-27,6,Resort,1871,Train,149,2.0,1010.0,https://unsplash.com/s/photos/samanthamouth
990,Kimberlytown,2024-01-15,2025-09-03,3,Villa,1481,Public Transportation,23,2.4,752.0,https://unsplash.com/s/photos/kimberlytown
991,East Laceyport,2024-02-10,2025-07-15,7,Hostel,2710,Uber,83,2.9,1396.5,https://unsplash.com/s/photos/east-laceyport
992,Kimberlyhaven,2024-03-13,2025-01-30,6,Hostel,618,Train,288,1.6,453.0,https://unsplash.com/s/photos/kimberlyhaven
993,Brownville,2024-05-09,2025-07-14,13,Hotel,2725,Train,246,3.6,1485.5,https://unsplash.com/s/photos/brownville
994,Port Brandiville,2024-08-16,2025-02-18,12,Villa,642,Public Transportation,25,1.8,333.5,https://unsplash.com/s/photos/port-brandiville
995,South Rachael,2024-03-04,2025-05-27,14,Hotel,190,Public Transportation,34,2.9,112.0,https://unsplash.com/s/photos/south-rachael
996,Payneland,2023-12-29,2025-08-04,11,Airbnb,1834,Uber,99,3.3,966.5,https://unsplash.com/s/photos/payneland
997,Caldwellborough,2023-11-10,2024-11-27,12,Hostel,850,Public Transportation,27,4.4,438.5,https://unsplash.com/s/photos/caldwellborough
998,Spencermouth,2023-12-25,2025-03-31,8,Resort,861,Uber,42,2.7,451.5,https://unsplash.com/s/photos/spencermouth
999,New Markbury,2024-07-21,2024-11-01,5,Resort,2362,Train,84,1.2,1223.0,https://unsplash.com/s/photos/new-markbury
1000,East Monicaborough,2024-06-17,2025-01-14,6,Villa,295,Rental,280,3.5,287.5,https://unsplash.com/s/photos/east-monicaborough
1001,West Thomas,2024-01-06,2025-02-01,14,Hotel,969,Public Transportation,33,2.5,501.0,https://unsplash.com/s/photos/west-thomas
1002,Crystalhaven,2024-05-09,2025-02-13,14,Hostel,133,Uber,83,4.0,108.0,https://unsplash.com/s/photos/crystalhaven
1003,West Daniel,2024-06-25,2025-01-26,8,Resort,387,Train,164,2.7,275.5,https://unsplash.com/s/photos/west-daniel
1004,Fergusonmouth,2023-10-09,2025-01-26,6,Resort,1467,Rental,493,3.5,980.0,https://unsplash.com/s/photos/fergusonmouth
1005,Knightport,2023-12-12,2025-06-21,10,Villa,1140,Train,71,4.2,605.5,https://unsplash.com/s/photos/knightport
1006,North James,2024-03-13,2025-06-01,4,Hostel,1583,Train,61,3.2,822.0,https://unsplash.com/s/photos/north-james
1007,Jonesstad,2024-08-27,2025-07-21,13,Hostel,2127,Public Transportation,34,1.7,1080.5,https://unsplash.com/s/photos/jonesstad
1008,North Connor,2023-10-25,2025-01-29,6,Villa,391,Public Transportation,21,1.8,206.0,https://unsplash.com/s/photos/north-connor
1009,North Barryland,2024-07-17,2024-12-30,4,Resort,1573,Uber,66,4.8,819.5,https://unsplash.com/s/photos/north-barryland
1010,Janetport,2024-05-09,2025-04-29,6,Airbnb,2861,Public Transportation,35,2.6,1448.0,https://unsplash.com/s/photos/janetport
